"ID","target"
537,0.0934602
538,0.425598
539,0.300484
541,0.200799
542,0.136355
544,0.577006
545,0.368023
550,0.629536
551,0.202932
552,0.294232
553,0.249737
557,0.278168
558,0.324309
564,0.345067
567,0.122038
568,0.0345823
571,0.153008
575,0.360636
577,0.182904
578,0.304251
580,0.180331
586,0.427169
589,0.0566642
591,0.285574
592,0.32806
593,0.0932246
595,0.304071
596,0.286855
599,0.44446
608,0.163701
610,0.370611
611,0.0668304
614,0.44404
616,0.448099
618,0.155176
619,0.203634
620,0.0725618
621,0.121803
622,0.15836
627,0.144534
629,0.186939
630,0.124592
631,0.41332
632,0.32167
633,0.169429
634,0.233465
635,0.102377
636,0.22906
637,0.162723
638,0.148807
639,0.645376
641,0.335815
648,0.0671058
649,0.222327
654,0.340587
660,0.0807044
662,0.524933
664,0.0317787
665,0.284992
669,0.0576576
670,0.0746353
671,0.327612
672,0.431806
675,0.242457
676,0.239073
677,0.164078
678,0.19486
680,0.121808
681,0.144132
683,0.152889
684,0.587785
696,0.0578154
697,0.256122
698,0.602594
699,0.137208
700,0.135948
701,0.134188
702,0.193286
703,0.183382
704,0.162109
705,0.0900805
707,0.465997
708,0.356009
712,0.125856
713,0.247448
715,0.292174
717,0.121894
720,0.171358
721,0.0998175
722,0.119744
723,0.211918
728,0.270036
729,0.0317752
731,0.197666
733,0.0160808
735,0.31769
736,0.611409
737,0.170293
739,0.422296
740,0.162166
742,0.13921
743,0.0566845
745,0.170821
747,0.0251771
749,0.161443
750,0.242918
751,0.471423
753,0.078055
755,0.053372
757,0.153288
761,0.226888
763,0.230194
764,0.11493
766,0.0185478
769,0.191519
770,0.119166
771,0.7539
772,0.322099
774,0.211489
776,0.557851
777,0.0595733
780,0.223893
782,0.547826
783,0.226403
784,0.188417
785,0.0656657
787,0.150073
788,0.140817
790,0.30797
792,0.326956
793,0.107463
794,0.150955
797,0.23417
799,0.133683
800,0.199899
802,0.271001
803,0.52029
806,0.106719
807,0.0260857
809,0.645306
811,0.100525
812,0.501866
813,0.618301
814,0.139808
816,0.169847
821,0.425417
822,0.143111
825,0.0692573
827,0.315059
830,0.293839
832,0.438799
835,0.145212
837,0.105131
841,0.375904
843,0.629327
844,0.0901176
845,0.550355
847,0.527998
849,0.0874104
851,0.224518
852,0.292467
854,0.758663
855,0.143239
859,0.0368829
860,0.32023
861,0.56701
862,0.070109
863,0.202477
864,0.535892
865,0.337197
866,0.250479
867,0.307122
868,0.677995
872,0.12125
873,0.308309
876,0.276285
880,0.19778
884,0.193471
885,0.506956
887,0.0470262
888,0.232431
889,0.354236
892,0.177873
893,0.0161039
896,0.197115
898,0.556072
899,0.240176
900,0.117178
901,0.642974
903,0.592405
904,0.328166
909,0.508865
912,0.350776
919,0.175425
920,0.327202
923,0.143021
926,0.0607763
927,0.387601
929,0.240369
931,0.0735034
933,0.394509
937,0.30592
938,0.391929
943,0.0818781
947,0.150842
948,0.146866
949,0.348079
951,0.136588
952,0.239338
953,0.0572611
954,0.294116
955,0.284953
957,0.294837
958,0.266848
959,0.0651955
961,0.0213824
962,0.165049
963,0.0483209
964,0.194842
968,0.615937
971,0.367326
972,0.440357
975,0.161601
977,0.17443
978,0.158387
979,0.0653469
980,0.211199
981,0.180118
982,0.325743
984,0.223939
986,0.29842
989,0.119431
992,0.464535
993,0.290611
997,0.411452
1000,0.233441
1001,0.538726
1003,0.0317376
1004,0.168833
1006,0.0957039
1008,0.233296
1012,0.588005
1019,0.412552
1020,0.647217
1023,0.13366
1024,0.232196
1025,0.0410431
1026,0.519166
1030,0.450403
1032,0.0448882
1034,0.435429
1037,0.0755295
1041,0.595522
1042,0.190012
1044,0.256551
1045,0.17648
1048,0.34786
1050,0.205818
1054,0.259519
1055,0.233755
1057,0.262734
1058,0.111455
1059,0.242113
1061,0.183805
1062,0.159571
1063,0.240942
1064,0.0821125
1065,0.146329
1066,0.291023
1068,0.593519
1070,0.468509
1074,0.265874
1079,0.191503
1080,0.490046
1082,0.0836258
1089,0.465109
1092,0.335286
1093,0.0950203
1096,0.024074
1097,0.126297
1098,0.100344
1099,0.305813
1100,0.18975
1102,0.365517
1104,0.191181
1105,0.193271
1106,0.551732
1108,0.489241
1109,0.203174
1110,0.469304
1111,0.242248
1117,0.380961
1118,0.517841
1121,0.143451
1122,0.152168
1124,0.293912
1130,0.326953
1132,0.425174
1133,0.0407392
1134,0.56639
1135,0.0663393
1136,0.403858
1141,0.277514
1142,0.468143
1143,0.356629
1145,0.0812426
1146,0.568922
1150,0.448085
1153,0.0470197
1154,0.41611
1155,0.0485624
1156,0.407463
1157,0.0516897
1159,0.136246
1160,0.177222
1162,0.103569
1164,0.184077
1167,0.114418
1168,0.282966
1169,0.0423847
1175,0.0988456
1177,0.212015
1179,0.210337
1180,0.117126
1181,0.542901
1183,0.406277
1187,0.207245
1188,0.462345
1192,0.36658
1194,0.0965831
1199,0.0676506
1203,0.265646
1205,0.157026
1207,0.321421
1211,0.126596
1215,0.176124
1219,0.601916
1220,0.0380071
1224,0.224536
1226,0.619609
1228,0.041995
1232,0.136263
1234,0.200374
1235,0.260691
1237,0.386666
1241,0.295919
1243,0.354441
1245,0.100665
1247,0.257209
1248,0.067367
1249,0.396663
1252,0.0633413
1253,0.354901
1255,0.0457732
1258,0.110555
1259,0.0815392
1261,0.106266
1264,0.466949
1266,0.207897
1268,0.182396
1273,0.0340145
1276,0.183155
1277,0.413442
1279,0.183235
1280,0.033644
1282,0.265801
1287,0.133863
1288,0.0495922
1291,0.249272
1293,0.154935
1295,0.362693
1297,0.216311
1298,0.040625
1299,0.0643627
1300,0.527164
1304,0.674323
1306,0.072497
1307,0.102977
1308,0.208712
1311,0.176269
1312,0.187395
1313,0.152163
1315,0.0363333
1317,0.295194
1319,0.417019
1320,0.200362
1323,0.440125
1324,0.117955
1327,0.150249
1328,0.10399
1330,0.128875
1333,0.265674
1334,0.625818
1336,0.107617
1337,0.347548
1346,0.216044
1347,0.41009
1348,0.0314553
1353,0.213816
1355,0.265819
1356,0.0626755
1357,0.467129
1358,0.404448
1361,0.222482
1362,0.766064
1365,0.334258
1366,0.13126
1367,0.119074
1369,0.557884
1371,0.0353964
1372,0.262422
1373,0.491251
1375,0.0555176
1377,0.346367
1378,0.328595
1382,0.0396297
1383,0.0938825
1384,0.249988
1386,0.111965
1388,0.025056
1389,0.0682089
1390,0.356656
1392,0.0769688
1393,0.0555093
1394,0.10801
1395,0.0243014
1397,0.205302
1399,0.124103
1404,0.0915612
1408,0.38057
1409,0.214539
1412,0.464779
1414,0.309548
1418,0.120428
1419,0.192566
1421,0.404471
1424,0.288609
1426,0.0554285
1427,0.287746
1430,0.187184
1433,0.174508
1436,0.347983
1443,0.11862
1445,0.270096
1446,0.361242
1449,0.488651
1451,0.25843
1455,0.185854
1456,0.0750615
1457,0.148493
1460,0.412498
1462,0.216198
1463,0.0507566
1464,0.12607
1466,0.0648905
1468,0.22184
1470,0.140193
1471,0.150915
1472,0.0959531
1474,0.254583
1476,0.135293
1477,0.517298
1482,0.169431
1485,0.360474
1486,0.287235
1488,0.106297
1489,0.346204
1490,0.281061
1492,0.0345166
1493,0.445317
1494,0.133928
1495,0.324664
1496,0.0929233
1497,0.253322
1501,0.091954
1505,0.42541
1506,0.115559
1507,0.16656
1508,0.208319
1509,0.298697
1511,0.351404
1514,0.0476844
1515,0.0625567
1517,0.34006
1518,0.256267
1523,0.20066
1524,0.385876
1525,0.129338
1531,0.04597
1533,0.245089
1535,0.528614
1538,0.0159399
1539,0.191343
1541,0.231692
1542,0.0823258
1543,0.0285561
1544,0.571074
1548,0.1524
1549,0.459695
1554,0.154722
1557,0.276766
1559,0.325897
1560,0.691101
1564,0.0743324
1566,0.134951
1570,0.165873
1571,0.180669
1574,0.13139
1575,0.115301
1576,0.140622
1577,0.389486
1578,0.309353
1580,0.103895
1581,0.159069
1582,0.212048
1593,0.0911003
1595,0.411318
1599,0.0799805
1600,0.178648
1601,0.109767
1602,0.568768
1603,0.133317
1608,0.253731
1611,0.0871017
1612,0.134005
1620,0.431266
1621,0.205762
1623,0.0488967
1625,0.44532
1626,0.215941
1627,0.182659
1628,0.161117
1634,0.33624
1639,0.208661
1642,0.10362
1643,0.0747261
1644,0.409775
1645,0.17587
1646,0.0443935
1649,0.517339
1651,0.33549
1655,0.138576
1656,0.0660309
1658,0.589577
1659,0.179991
1661,0.32654
1662,0.50667
1664,0.0584626
1669,0.0408478
1671,0.22373
1672,0.225955
1673,0.294793
1674,0.148664
1675,0.165637
1677,0.354652
1679,0.121956
1680,0.551042
1683,0.402636
1684,0.0936686
1685,0.219406
1686,0.442693
1687,0.132012
1689,0.110813
1690,0.475709
1692,0.0902508
1693,0.43594
1694,0.0373097
1695,0.183223
1696,0.0792056
1697,0.341985
1700,0.219764
1701,0.0882706
1702,0.478356
1703,0.147247
1705,0.28611
1706,0.340563
1707,0.626098
1711,0.22561
1714,0.221426
1718,0.384
1723,0.124889
1726,0.0815984
1727,0.325061
1728,0.211591
1729,0.524006
1730,0.522207
1731,0.0542612
1733,0.164826
1735,0.271176
1736,0.210848
1740,0.104575
1742,0.287204
1743,0.274954
1744,0.261077
1745,0.105648
1748,0.0706171
1752,0.271129
1753,0.224528
1754,0.175066
1755,0.115853
1758,0.0159316
1759,0.0919956
1760,0.0735926
1761,0.250097
1763,0.456221
1767,0.16092
1768,0.12718
1769,0.238561
1771,0.276959
1776,0.247297
1780,0.0593926
1785,0.112558
1786,0.256621
1788,0.2267
1792,0.181192
1793,0.273629
1794,0.0338833
1796,0.449571
1797,0.266429
1798,0.126225
1799,0.259998
1800,0.33109
1802,0.145243
1803,0.286368
1807,0.254093
1809,0.179208
1814,0.206608
1815,0.281203
1816,0.141617
1818,0.193693
1819,0.263182
1823,0.178019
1825,0.147108
1828,0.197205
1829,0.299403
1830,0.122074
1831,0.46214
1832,0.104594
1835,0.232118
1837,0.220545
1838,0.0508972
1841,0.570978
1845,0.270051
1847,0.298475
1849,0.29416
1851,0.678437
1852,0.322965
1854,0.569616
1855,0.0522326
1857,0.0922839
1859,0.40699
1861,0.0774942
1862,0.0305367
1863,0.656443
1864,0.416171
1867,0.255899
1868,0.356658
1871,0.525353
1872,0.413515
1874,0.0878392
1875,0.221298
1879,0.392916
1884,0.192758
1885,0.231102
1886,0.419495
1888,0.0815372
1889,0.635511
1893,0.576864
1898,0.200569
1901,0.106263
1902,0.176599
1906,0.0525583
1907,0.311365
1908,0.293336
1909,0.143511
1910,0.0805569
1911,0.258565
1916,0.274025
1917,0.254477
1920,0.284447
1921,0.0822194
1924,0.090164
1927,0.0405568
1929,0.250731
1931,0.0926307
1933,0.0711735
1938,0.296806
1939,0.20977
1941,0.384991
1947,0.0446444
1948,0.298959
1949,0.257749
1950,0.147148
1951,0.256318
1954,0.110722
1955,0.238843
1957,0.257302
1959,0.0721156
1962,0.34618
1963,0.327658
1965,0.182402
1967,0.379691
1968,0.041697
1970,0.196075
1972,0.111202
1973,0.249568
1977,0.177214
1980,0.338017
1981,0.0286894
1984,0.035488
1985,0.162334
1986,0.120863
1987,0.0663473
1988,0.0517786
1993,0.364358
1997,0.0455323
1998,0.0320446
2002,0.447158
2003,0.147291
2004,0.0548907
2005,0.0677413
2007,0.188364
2009,0.159361
2010,0.13144
2011,0.472583
2012,0.187292
2013,0.318109
2019,0.164763
2023,0.160916
2024,0.160291
2026,0.0526457
2029,0.0928596
2030,0.470229
2031,0.42668
2032,0.532521
2033,0.0281547
2034,0.154941
2037,0.408819
2038,0.153296
2039,0.0316908
2040,0.175635
2046,0.0900011
2047,0.148974
2049,0.0870952
2050,0.0130469
2052,0.132626
2053,0.181468
2054,0.336954
2056,0.234539
2058,0.478541
2059,0.14316
2060,0.103853
2063,0.175125
2066,0.493004
2067,0.395625
2070,0.0471699
2071,0.144518
2072,0.142814
2073,0.0578925
2076,0.0273979
2078,0.614287
2079,0.118581
2081,0.267559
2083,0.342435
2084,0.028816
2086,0.585506
2089,0.0665423
2092,0.467549
2093,0.0969074
2098,0.0505096
2100,0.0438295
2103,0.626846
2105,0.578929
2108,0.457351
2110,0.154047
2111,0.0914931
2113,0.0245482
2116,0.296915
2118,0.37042
2122,0.157381
2123,0.143927
2126,0.4315
2129,0.0338835
2132,0.152784
2133,0.376147
2134,0.159608
2136,0.301485
2137,0.0769364
2139,0.284685
2141,0.18783
2147,0.187535
2152,0.264958
2153,0.214651
2155,0.138283
2156,0.146824
2160,0.0169542
2161,0.344638
2162,0.119797
2163,0.617214
2166,0.0543669
2173,0.095896
2174,0.111429
2175,0.122202
2180,0.431634
2182,0.3947
2185,0.191011
2187,0.143037
2188,0.374667
2190,0.129788
2191,0.230657
2192,0.249675
2194,0.572079
2196,0.226403
2197,0.33709
2203,0.0451348
2206,0.163728
2208,0.119172
2213,0.339565
2215,0.161951
2218,0.196386
2219,0.122908
2220,0.538931
2221,0.11412
2223,0.279772
2224,0.292669
2225,0.320651
2228,0.312956
2229,0.335817
2234,0.268376
2235,0.434919
2236,0.20459
2237,0.0106965
2238,0.478488
2240,0.297289
2242,0.103494
2245,0.13382
2248,0.31447
2250,0.734322
2251,0.307848
2253,0.413563
2257,0.277218
2260,0.407522
2261,0.0434233
2262,0.176125
2263,0.126623
2264,0.0262944
2266,0.342104
2267,0.166832
2270,0.189903
2272,0.138825
2278,0.0585153
2279,0.0703219
2280,0.147095
2281,0.222092
2283,0.223588
2284,0.10984
2287,0.599794
2289,0.21943
2290,0.158347
2292,0.350747
2295,0.112454
2297,0.269957
2298,0.432271
2300,0.349275
2301,0.09371
2303,0.190677
2305,0.147985
2307,0.168444
2308,0.666082
2309,0.171913
2311,0.0690566
2312,0.217829
2313,0.29962
2320,0.199099
2321,0.274866
2324,0.225485
2326,0.0394597
2328,0.58066
2329,0.0558795
2332,0.281649
2335,0.182698
2337,0.470282
2340,0.332123
2344,0.0901275
2345,0.236187
2347,0.276069
2350,0.200035
2351,0.103347
2352,0.247106
2353,0.394975
2355,0.177976
2356,0.216139
2365,0.401909
2371,0.294366
2372,0.0437407
2374,0.189966
2376,0.244549
2383,0.195734
2384,0.034133
2385,0.189804
2386,0.0721684
2387,0.34525
2389,0.0355437
2390,0.19916
2391,0.448273
2393,0.544192
2395,0.198291
2396,0.0339027
2400,0.0121622
2402,0.0647437
2404,0.470965
2407,0.0862249
2409,0.392401
2410,0.140221
2412,0.560019
2413,0.437697
2415,0.306482
2416,0.168205
2417,0.0647608
2418,0.226224
2420,0.199865
2422,0.0385432
2424,0.244075
2425,0.247792
2427,0.145534
2428,0.218127
2429,0.391639
2433,0.112234
2434,0.649789
2435,0.206542
2437,0.399132
2439,0.611599
2440,0.0173044
2441,0.0408929
2443,0.0342945
2444,0.574339
2446,0.150162
2447,0.141185
2449,0.201468
2452,0.149214
2454,0.23754
2455,0.112817
2456,0.190935
2458,0.143484
2459,0.199744
2466,0.0358985
2467,0.337851
2469,0.157277
2471,0.0487655
2473,0.201921
2474,0.387531
2476,0.106286
2479,0.0851182
2481,0.313141
2485,0.281156
2486,0.0762137
2491,0.11706
2492,0.297075
2494,0.256424
2495,0.180926
2496,0.347894
2497,0.253524
2499,0.238426
2501,0.111408
2502,0.179903
2505,0.292018
2515,0.301019
2517,0.0392208
2518,0.197141
2520,0.130397
2521,0.107931
2524,0.0825547
2525,0.170745
2526,0.228172
2527,0.473851
2528,0.109046
2529,0.25127
2532,0.29557
2535,0.209909
2536,0.0732423
2541,0.0509312
2542,0.0402259
2543,0.517059
2544,0.19829
2545,0.0633161
2547,0.309152
2562,0.0199916
2563,0.469582
2566,0.296715
2568,0.284302
2571,0.46225
2574,0.118443
2580,0.0360418
2581,0.585186
2583,0.4357
2584,0.273371
2585,0.0862513
2587,0.187514
2588,0.28833
2589,0.309833
2591,0.252973
2592,0.317712
2596,0.155408
2598,0.274355
2599,0.0353736
2600,0.370041
2604,0.116911
2607,0.372289
2610,0.428061
2611,0.120136
2612,0.261844
2614,0.324295
2615,0.296509
2617,0.718706
2618,0.221596
2619,0.223009
2621,0.371785
2622,0.152777
2623,0.090536
2625,0.358531
2630,0.169288
2633,0.384606
2636,0.342401
2637,0.112316
2639,0.118951
2641,0.258483
2643,0.136086
2644,0.558548
2645,0.14241
2649,0.265355
2652,0.0734238
2654,0.735051
2655,0.103051
2656,0.281834
2662,0.397783
2664,0.282711
2666,0.36443
2668,0.170006
2671,0.108322
2673,0.286334
2676,0.320546
2678,0.0101695
2679,0.18018
2680,0.0701855
2683,0.154947
2684,0.16195
2686,0.240565
2687,0.0394729
2690,0.0299733
2691,0.420077
2692,0.196279
2694,0.266218
2695,0.314712
2706,0.222097
2707,0.0546691
2708,0.674233
2711,0.190427
2712,0.083117
2713,0.120152
2714,0.259191
2715,0.034052
2717,0.0712376
2718,0.0566017
2719,0.222801
2721,0.544343
2724,0.0118803
2725,0.308851
2728,0.121914
2729,0.351549
2733,0.217668
2734,0.0762934
2737,0.106306
2738,0.482985
2740,0.0432778
2746,0.0302071
2747,0.0987088
2749,0.352094
2750,0.272041
2755,0.151139
2756,0.27103
2760,0.264109
2761,0.126734
2762,0.448066
2763,0.233778
2766,0.186358
2767,0.0920779
2770,0.490331
2771,0.144939
2775,0.110614
2776,0.174456
2780,0.196591
2782,0.15832
2783,0.023496
2786,0.407946
2787,0.46474
2788,0.0139008
2790,0.0871973
2793,0.191311
2798,0.10971
2804,0.0508953
2805,0.0471423
2809,0.366645
2810,0.493649
2812,0.175003
2813,0.199813
2815,0.117161
2816,0.167817
2818,0.210413
2820,0.214019
2822,0.236852
2823,0.0289424
2825,0.0302905
2826,0.196528
2829,0.0747361
2832,0.499307
2834,0.188941
2835,0.0788284
2838,0.31964
2839,0.0542093
2842,0.327303
2844,0.185095
2847,0.253237
2849,0.187332
2854,0.128493
2857,0.0404513
2860,0.390908
2868,0.0525199
2869,0.0542091
2870,0.0120868
2875,0.0883969
2877,0.0748822
2878,0.555099
2880,0.209817
2883,0.652029
2885,0.146324
2886,0.254383
2887,0.326699
2893,0.268253
2899,0.198001
2901,0.224455
2902,0.262166
2904,0.130104
2905,0.1863
2906,0.00405585
2907,0.116562
2908,0.50277
2909,0.0967179
2910,0.141933
2923,0.289067
2924,0.293246
2925,0.246163
2927,0.120802
2929,0.222492
2930,0.0258768
2933,0.0802538
2936,0.0415814
2937,0.397188
2938,0.318867
2939,0.115579
2940,0.190301
2943,0.0910053
2945,0.327499
2946,0.661936
2947,0.125778
2948,0.423305
2949,0.256129
2951,0.35403
2952,0.0952056
2953,0.0134618
2954,0.0927985
2958,0.0753802
2960,0.133282
2964,0.165142
2965,0.578665
2968,0.27925
2969,0.273845
2970,0.0910054
2971,0.134742
2972,0.414151
2979,0.0897047
2981,0.13295
2983,0.139379
2984,0.0464834
2985,0.569922
2987,0.295093
2988,0.143784
2989,0.406928
2991,0.097685
2992,0.405785
2993,0.334724
2994,0.212962
2995,0.101588
2996,0.371092
2998,0.150257
2999,0.231425
3004,0.116107
3005,0.099674
3008,0.119776
3010,0.187808
3012,0.384625
3017,0.29326
3018,0.62194
3019,0.238883
3020,0.31223
3022,0.186983
3024,0.0725884
3028,0.150852
3032,0.245787
3036,0.386659
3042,0.0987311
3044,0.0595832
3045,0.202674
3046,0.320676
3052,0.153944
3055,0.262503
3057,0.00625327
3060,0.541111
3061,0.149633
3064,0.316921
3065,0.053533
3070,0.306971
3071,0.198624
3072,0.0811622
3073,0.128256
3076,0.100334
3080,0.501729
3081,0.258674
3082,0.204614
3087,0.23314
3089,0.130516
3094,0.154335
3097,0.286755
3099,0.0989516
3100,0.472592
3101,0.202042
3104,0.269537
3105,0.151036
3107,0.0440687
3109,0.703431
3113,0.340639
3116,0.190178
3117,0.230309
3120,0.299038
3121,0.139149
3124,0.121423
3128,0.198515
3130,0.0178268
3131,0.240549
3132,0.290647
3134,0.225645
3136,0.524923
3137,0.662977
3138,0.261358
3140,0.212078
3141,0.137914
3146,0.337539
3147,0.370255
3149,0.13574
3152,0.303688
3155,0.0334809
3156,0.0716954
3157,0.129886
3159,0.154337
3160,0.271561
3162,0.0173382
3172,0.124755
3174,0.0555965
3178,0.106135
3179,0.171588
3180,0.215782
3181,0.121105
3182,0.16263
3183,0.308838
3184,0.272037
3185,0.332277
3187,0.0939141
3189,0.121104
3191,0.161564
3192,0.370777
3194,0.0471717
3196,0.0736011
3197,0.0937213
3198,0.0952873
3199,0.278123
3201,0.216031
3205,0.176517
3207,0.270992
3208,0.113202
3210,0.341304
3211,0.198875
3213,0.046612
3214,0.148719
3216,0.503792
3217,0.0548005
3218,0.436975
3219,0.141439
3220,0.290687
3222,0.19864
3228,0.236187
3229,0.341404
3230,0.146096
3231,0.0573384
3235,0.113293
3236,0.310026
3241,0.0295972
3244,0.255326
3245,0.0543077
3246,0.080378
3251,0.0687643
3253,0.461904
3254,0.086088
3259,0.270688
3260,0.243337
3261,0.0799633
3262,0.424752
3264,0.257512
3266,0.391748
3268,0.423821
3270,0.512332
3271,0.0547249
3272,0.0127192
3276,0.140802
3279,0.274773
3280,0.513789
3282,0.606247
3283,0.180924
3285,0.261095
3290,0.12955
3291,0.276845
3292,0.0733751
3294,0.518698
3298,0.0334316
3300,0.221072
3302,0.0647196
3303,0.0737401
3304,0.115132
3305,0.0231133
3306,0.551587
3307,0.263007
3308,0.355784
3309,0.0726072
3310,0.00666922
3311,0.0658495
3313,0.194328
3316,0.26868
3317,0.118547
3319,0.250035
3324,0.347164
3331,0.202957
3332,0.400524
3333,0.294195
3335,0.11975
3337,0.0675454
3339,0.0486396
3340,0.607675
3342,0.111953
3347,0.505156
3349,0.296271
3350,0.219301
3354,0.195413
3355,0.485809
3356,0.0482929
3357,0.538969
3361,0.218284
3363,0.0571909
3364,0.0861236
3366,0.287744
3368,0.187548
3373,0.136532
3374,0.112483
3375,0.114135
3377,0.128199
3379,0.459372
3380,0.0965063
3382,0.404779
3383,0.102232
3387,0.327351
3388,0.490838
3389,0.11763
3391,0.00755194
3397,0.60086
3398,0.225772
3399,0.19464
3408,0.237792
3410,0.241252
3411,0.480663
3413,0.101341
3415,0.0884425
3417,0.246559
3418,0.264242
3419,0.264138
3421,0.077298
3422,0.0395856
3424,0.190954
3425,0.439026
3426,0.341315
3427,0.134239
3428,0.336468
3431,0.210526
3434,0.401959
3435,0.243505
3436,0.357587
3437,0.287956
3440,0.165032
3441,0.118696
3443,0.541273
3444,0.585715
3447,0.093052
3448,0.486116
3451,0.0869417
3454,0.106967
3455,0.161258
3456,0.112115
3461,0.534857
3464,0.270645
3466,0.172867
3470,0.164979
3471,0.333587
3473,0.632356
3474,0.166672
3476,0.0628147
3481,0.323074
3486,0.0939004
3487,0.0780664
3496,0.384933
3499,0.548455
3503,0.104712
3504,0.0936479
3508,0.294622
3509,0.183774
3512,0.0870228
3514,0.043429
3516,0.424266
3517,0.246283
3518,0.151539
3519,0.54073
3520,0.157623
3521,0.200108
3522,0.24093
3523,0.134532
3524,0.42664
3525,0.331769
3527,0.16074
3528,0.235079
3533,0.285144
3534,0.0882442
3537,0.264468
3539,0.354862
3540,0.0551541
3541,0.078613
3542,0.317446
3543,0.11324
3544,0.163603
3545,0.207399
3546,0.123135
3547,0.142505
3550,0.0700824
3551,0.325204
3554,0.190633
3556,0.389894
3559,0.101844
3561,0.0878959
3562,0.155762
3563,0.395425
3565,0.246013
3566,0.276354
3567,0.00849462
3568,0.334437
3569,0.0647175
3573,0.116023
3576,0.131382
3578,0.0373464
3579,0.375868
3581,0.0756466
3584,0.288494
3586,0.128036
3591,0.183291
3592,0.613761
3594,0.157209
3596,0.123932
3600,0.16394
3603,0.226766
3604,0.00946428
3606,0.0504981
3607,0.10251
3609,0.272554
3610,0.0534578
3611,0.0874239
3612,0.463656
3614,0.31431
3615,0.230557
3616,0.0398707
3617,0.0574256
3619,0.0706763
3620,0.242612
3621,0.123745
3622,0.55846
3624,0.344609
3625,0.126659
3626,0.145455
3627,0.200892
3628,0.382569
3629,0.0407347
3631,0.602602
3632,0.406241
3634,0.429765
3636,0.0869159
3638,0.169021
3639,0.43001
3640,0.104834
3641,0.199861
3642,0.208644
